photo,row,col,gt,pred,conf,threshold,fg_frac,comps,largest_frac,tiny_removed,grid_removed,corner_removed,merged
3bor2sty6q0d1.webp,4,4,0,0,0.9866,adaptive,0.115,36,0.0,36,0,0,0
3bor2sty6q0d1.webp,4,5,6,4,0.8467,adaptive,0.2039,37,0.0964,36,0,0,0
3bor2sty6q0d1.webp,4,6,1,1,1.0,adaptive,0.2068,36,0.0847,35,0,0,0
3bor2sty6q0d1.webp,4,7,5,8,0.6229,adaptive,0.2124,24,0.0785,22,1,0,0
3bor2sty6q0d1.webp,4,8,7,7,0.9999,adaptive,0.1977,37,0.0909,36,0,0,0
3bor2sty6q0d1.webp,4,9,9,2,0.7519,adaptive,0.1878,39,0.0824,38,0,0,0
3bor2sty6q0d1.webp,5,1,6,6,0.9998,adaptive,0.1664,15,0.0955,14,0,0,0
3bor2sty6q0d1.webp,5,2,1,9,0.6807,adaptive,0.112,15,0.0464,14,0,0,0
3bor2sty6q0d1.webp,5,3,7,7,0.9995,adaptive,0.1522,18,0.0937,17,0,0,0
3bor2sty6q0d1.webp,5,4,0,0,0.9866,adaptive,0.1219,23,0.0,22,1,0,0
3bor2sty6q0d1.webp,5,5,5,5,0.9953,adaptive,0.1919,30,0.104,29,0,0,0
3bor2sty6q0d1.webp,5,6,9,2,0.5635,adaptive,0.168,46,0.0643,45,0,0,0
3bor2sty6q0d1.webp,5,7,8,8,1.0,adaptive,0.2617,20,0.1352,18,1,0,0
3bor2sty6q0d1.webp,5,8,0,0,0.9866,adaptive,0.1322,59,0.0,59,0,0,0
3bor2sty6q0d1.webp,5,9,2,2,0.9952,adaptive,0.1763,48,0.0719,47,0,0,0
3bor2sty6q0d1.webp,6,1,5,5,0.6548,adaptive,0.2103,16,0.1201,15,0,0,0
3bor2sty6q0d1.webp,6,2,9,9,1.0,adaptive,0.205,6,0.1327,5,0,0,0
3bor2sty6q0d1.webp,6,3,0,0,0.9866,adaptive,0.0769,10,0.0,9,1,0,0
3bor2sty6q0d1.webp,6,4,2,2,1.0,adaptive,0.2091,5,0.1123,3,0,1,0
3bor2sty6q0d1.webp,6,5,0,0,0.9866,adaptive,0.1141,29,0.0,29,0,0,0
3bor2sty6q0d1.webp,6,6,0,0,0.9866,adaptive,0.124,34,0.0,34,0,0,0
3bor2sty6q0d1.webp,6,7,6,6,1.0,adaptive,0.2507,16,0.1331,14,1,0,0
3bor2sty6q0d1.webp,6,8,0,0,0.9866,adaptive,0.1515,47,0.0,47,0,0,0
3bor2sty6q0d1.webp,6,9,1,4,0.5229,adaptive,0.1687,51,0.0427,50,0,0,0
3bor2sty6q0d1.webp,7,1,3,3,0.9999,adaptive,0.1761,9,0.1171,8,0,0,0
3bor2sty6q0d1.webp,7,2,2,4,0.931,adaptive,0.1226,3,0.0822,2,0,0,0
3bor2sty6q0d1.webp,7,3,1,5,0.4782,adaptive,0.0657,4,0.039,3,0,0,0
3bor2sty6q0d1.webp,7,4,5,5,0.9995,adaptive,0.1749,6,0.095,4,1,0,0
3bor2sty6q0d1.webp,7,5,8,8,1.0,adaptive,0.2176,15,0.1412,13,0,0,0
3bor2sty6q0d1.webp,7,6,6,6,1.0,adaptive,0.2149,20,0.1348,17,0,0,0
3bor2sty6q0d1.webp,7,7,7,7,0.9978,adaptive,0.1894,23,0.0831,21,1,0,0
3bor2sty6q0d1.webp,7,8,9,9,0.7125,adaptive,0.1912,45,0.0748,44,0,0,0
3bor2sty6q0d1.webp,7,9,4,4,1.0,adaptive,0.2004,45,0.0776,44,0,0,0
3bor2sty6q0d1.webp,8,1,8,8,0.9719,adaptive,0.1754,13,0.0989,12,0,0,0
3bor2sty6q0d1.webp,8,2,5,8,0.7949,adaptive,0.1543,5,0.101,4,0,0,0
3bor2sty6q0d1.webp,8,3,9,9,1.0,adaptive,0.1612,5,0.1393,4,0,0,0
3bor2sty6q0d1.webp,8,4,0,0,0.9866,adaptive,0.0875,10,0.0,9,1,0,0
3bor2sty6q0d1.webp,8,5,0,0,0.9866,adaptive,0.0719,25,0.0,25,0,0,0
3bor2sty6q0d1.webp,8,6,0,0,0.9866,adaptive,0.0932,32,0.0,32,0,0,0
3bor2sty6q0d1.webp,8,7,1,4,0.5152,adaptive,0.1538,31,0.0383,29,1,0,0
3bor2sty6q0d1.webp,8,8,6,2,0.7559,adaptive,0.2254,54,0.0923,53,0,0,0
3bor2sty6q0d1.webp,8,9,3,3,1.0,adaptive,0.2241,42,0.1157,41,0,0,0
3bor2sty6q0d1.webp,9,1,7,7,0.9881,adaptive,0.1469,19,0.0572,18,0,0,0
3bor2sty6q0d1.webp,9,2,4,4,0.7784,adaptive,0.1416,18,0.0675,17,0,0,0
3bor2sty6q0d1.webp,9,3,6,6,0.9999,adaptive,0.1915,14,0.1478,13,0,0,0
3bor2sty6q0d1.webp,9,4,9,9,1.0,adaptive,0.2424,15,0.1439,13,1,0,0
3bor2sty6q0d1.webp,9,5,1,0,0.9866,adaptive,0.155,32,0.0,31,0,1,0
3bor2sty6q0d1.webp,9,6,3,3,1.0,adaptive,0.2355,28,0.1157,26,0,0,0
3bor2sty6q0d1.webp,9,7,2,2,1.0,adaptive,0.2371,27,0.1205,25,1,0,0
3bor2sty6q0d1.webp,9,8,8,8,0.9989,adaptive,0.2273,34,0.1104,33,0,0,0
3bor2sty6q0d1.webp,9,9,5,5,1.0,adaptive,0.2243,35,0.1288,34,0,0,0
w9y7j9hnxszc1.webp,1,1,6,6,1.0,adaptive,0.1738,1,0.1148,0,0,0,0
w9y7j9hnxszc1.webp,1,2,8,8,1.0,adaptive,0.1855,1,0.1283,0,0,0,0
w9y7j9hnxszc1.webp,1,4,0,0,0.9866,adaptive,0.0744,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,1,5,9,9,1.0,adaptive,0.1814,1,0.1104,0,0,0,0
w9y7j9hnxszc1.webp,1,6,0,0,0.9866,adaptive,0.0579,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,1,9,3,3,0.9999,adaptive,0.1669,2,0.1088,0,1,0,0
w9y7j9hnxszc1.webp,2,2,9,9,1.0,adaptive,0.1667,1,0.1095,0,0,0,0
w9y7j9hnxszc1.webp,2,3,0,0,0.9866,adaptive,0.0429,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,2,4,6,6,1.0,adaptive,0.1848,1,0.1127,0,0,0,0
w9y7j9hnxszc1.webp,2,5,5,5,1.0,adaptive,0.168,1,0.1093,0,0,0,0
w9y7j9hnxszc1.webp,2,7,8,8,1.0,adaptive,0.1995,2,0.1283,0,1,0,0
w9y7j9hnxszc1.webp,2,8,2,2,0.9993,adaptive,0.1618,2,0.1028,0,1,0,0
w9y7j9hnxszc1.webp,3,2,5,5,1.0,adaptive,0.1694,1,0.112,0,0,0,0
w9y7j9hnxszc1.webp,3,6,7,7,0.9999,adaptive,0.1345,1,0.0755,0,0,0,0
w9y7j9hnxszc1.webp,3,7,6,6,1.0,adaptive,0.1837,2,0.1125,0,1,0,0
w9y7j9hnxszc1.webp,3,8,9,9,1.0,adaptive,0.1697,2,0.1107,0,1,0,0
w9y7j9hnxszc1.webp,3,9,0,0,0.9866,adaptive,0.059,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,4,1,0,0,0.9866,adaptive,0.0735,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,4,2,7,7,1.0,adaptive,0.1458,1,0.0753,0,0,0,0
w9y7j9hnxszc1.webp,4,3,1,1,0.9991,adaptive,0.1141,1,0.0686,0,0,0,0
w9y7j9hnxszc1.webp,4,5,6,6,1.0,adaptive,0.194,1,0.1116,0,0,0,0
w9y7j9hnxszc1.webp,4,7,0,0,0.9866,adaptive,0.0877,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,4,8,8,8,1.0,adaptive,0.1993,2,0.1263,0,1,0,0
w9y7j9hnxszc1.webp,4,9,9,9,1.0,adaptive,0.1834,2,0.1107,0,1,0,0
w9y7j9hnxszc1.webp,5,1,0,0,0.9866,adaptive,0.0579,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,5,2,2,2,0.9983,adaptive,0.1462,1,0.1012,0,0,0,0
w9y7j9hnxszc1.webp,5,3,0,0,0.9866,adaptive,0.045,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,5,5,0,0,0.9866,adaptive,0.0597,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,5,6,8,8,1.0,adaptive,0.1841,1,0.1247,0,0,0,0
w9y7j9hnxszc1.webp,5,7,0,0,0.9866,adaptive,0.0716,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,5,8,0,0,0.9866,adaptive,0.0597,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,5,9,0,0,0.9866,adaptive,0.0716,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,6,2,0,0,0.9866,adaptive,0.0556,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,6,4,3,3,0.9999,adaptive,0.1807,1,0.1081,0,0,0,0
w9y7j9hnxszc1.webp,6,5,0,0,0.9866,adaptive,0.0595,0,0.0,0,0,0,0
w9y7j9hnxszc1.webp,6,7,2,2,0.9979,adaptive,0.1717,2,0.0999,0,1,0,0
w9y7j9hnxszc1.webp,6,8,0,0,0.9866,adaptive,0.0597,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,6,9,0,0,0.9866,adaptive,0.0684,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,1,0,0,0.9866,adaptive,0.0739,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,3,0,0,0.9866,adaptive,0.0691,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,4,0,0,0.9866,adaptive,0.0888,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,5,0,0,0.9866,adaptive,0.0721,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,6,0,0,0.9866,adaptive,0.0723,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,7,7,4,4,1.0,adaptive,0.1938,2,0.1049,0,0,1,0
w9y7j9hnxszc1.webp,7,9,2,2,0.9983,adaptive,0.1873,3,0.1047,0,2,0,0
w9y7j9hnxszc1.webp,8,1,0,0,0.9866,adaptive,0.0714,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,8,3,0,0,0.9866,adaptive,0.0565,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,8,6,6,6,1.0,adaptive,0.1843,2,0.1118,0,1,0,0
w9y7j9hnxszc1.webp,8,8,7,7,1.0,adaptive,0.1508,2,0.0785,0,0,1,0
w9y7j9hnxszc1.webp,8,9,8,8,0.9999,adaptive,0.211,2,0.1272,0,0,1,0
w9y7j9hnxszc1.webp,9,1,2,2,0.9982,adaptive,0.1756,2,0.1045,0,1,0,0
w9y7j9hnxszc1.webp,9,2,0,0,0.9866,adaptive,0.0705,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,9,3,0,0,0.9866,adaptive,0.045,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,9,4,0,0,0.9866,adaptive,0.0852,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,9,5,0,0,0.9866,adaptive,0.0721,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,9,6,0,0,0.9866,adaptive,0.0595,1,0.0,0,1,0,0
w9y7j9hnxszc1.webp,9,8,1,0,0.7946,adaptive,0.1481,2,0.0778,0,0,0,0
kt8h5700va8c1.webp,1,1,5,5,0.9999,adaptive,0.1724,1,0.0838,0,0,0,0
kt8h5700va8c1.webp,1,2,2,2,0.9999,adaptive,0.1745,1,0.082,0,0,0,0
kt8h5700va8c1.webp,1,3,7,7,1.0,adaptive,0.146,1,0.0611,0,0,0,0
kt8h5700va8c1.webp,1,5,3,3,0.9999,adaptive,0.1678,2,0.0817,0,1,0,0
kt8h5700va8c1.webp,1,6,4,4,1.0,adaptive,0.1736,1,0.0751,0,0,0,0
kt8h5700va8c1.webp,2,1,4,4,1.0,adaptive,0.1483,1,0.0758,0,0,0,0
kt8h5700va8c1.webp,2,2,9,9,1.0,adaptive,0.1747,1,0.0918,0,0,0,0
kt8h5700va8c1.webp,2,5,2,2,0.9999,adaptive,0.1683,2,0.082,0,1,0,0
kt8h5700va8c1.webp,2,6,1,1,1.0,adaptive,0.1428,1,0.0579,0,0,0,0
kt8h5700va8c1.webp,2,7,7,7,0.9999,adaptive,0.1618,2,0.0636,0,1,0,0
kt8h5700va8c1.webp,2,9,5,5,0.9999,adaptive,0.1439,2,0.0859,0,1,0,0
kt8h5700va8c1.webp,3,2,1,1,1.0,adaptive,0.1483,1,0.0624,0,0,0,0
kt8h5700va8c1.webp,3,4,9,9,0.9999,adaptive,0.1894,2,0.0911,0,1,0,0
kt8h5700va8c1.webp,3,5,5,5,0.9999,adaptive,0.1715,2,0.0843,0,1,0,0
kt8h5700va8c1.webp,3,6,7,7,0.9999,adaptive,0.1506,1,0.0652,0,0,0,0
kt8h5700va8c1.webp,4,1,1,1,1.0,adaptive,0.1455,2,0.059,0,1,0,0
kt8h5700va8c1.webp,4,2,7,7,1.0,adaptive,0.149,2,0.0634,0,1,0,0
kt8h5700va8c1.webp,4,4,5,5,1.0,adaptive,0.1843,3,0.0872,0,2,0,0
kt8h5700va8c1.webp,4,5,8,8,1.0,adaptive,0.1924,3,0.0925,0,2,0,0
kt8h5700va8c1.webp,4,6,2,2,1.0,adaptive,0.1823,2,0.0831,0,1,0,0
kt8h5700va8c1.webp,4,8,9,9,1.0,adaptive,0.1756,3,0.0902,0,1,0,0
kt8h5700va8c1.webp,4,9,4,4,1.0,adaptive,0.1485,2,0.0751,0,0,1,0
kt8h5700va8c1.webp,5,3,2,2,1.0,adaptive,0.1655,2,0.0829,0,1,0,0
kt8h5700va8c1.webp,5,4,1,1,1.0,adaptive,0.1472,2,0.0595,0,1,0,0
kt8h5700va8c1.webp,5,6,3,3,0.9997,adaptive,0.155,1,0.0822,0,0,0,0
kt8h5700va8c1.webp,5,8,7,7,1.0,adaptive,0.1247,2,0.0647,0,1,0,0
kt8h5700va8c1.webp,6,4,7,7,1.0,adaptive,0.1481,2,0.0611,0,1,0,0
kt8h5700va8c1.webp,6,6,6,6,1.0,adaptive,0.1609,1,0.09,0,0,0,0
kt8h5700va8c1.webp,7,2,3,3,0.9999,adaptive,0.1781,2,0.0817,0,1,0,0
kt8h5700va8c1.webp,7,4,2,2,0.9999,adaptive,0.1997,3,0.0817,0,2,0,0
kt8h5700va8c1.webp,7,5,7,7,1.0,adaptive,0.1616,3,0.0631,0,2,0,0
kt8h5700va8c1.webp,7,6,8,8,1.0,adaptive,0.1837,2,0.0941,0,1,0,0
kt8h5700va8c1.webp,7,8,1,1,1.0,adaptive,0.1449,3,0.0599,0,1,0,0
kt8h5700va8c1.webp,8,1,7,7,1.0,adaptive,0.1607,2,0.0613,0,0,0,0
kt8h5700va8c1.webp,8,3,1,1,1.0,adaptive,0.1327,2,0.0599,0,1,0,0
kt8h5700va8c1.webp,8,4,3,3,0.9999,adaptive,0.1697,2,0.081,0,0,1,0
kt8h5700va8c1.webp,8,5,6,6,1.0,adaptive,0.1687,2,0.0909,0,0,1,0
kt8h5700va8c1.webp,9,1,2,2,1.0,adaptive,0.183,2,0.0831,0,1,0,0
kt8h5700va8c1.webp,9,4,4,4,1.0,adaptive,0.177,3,0.0778,0,2,0,0
kt8h5700va8c1.webp,9,5,1,1,1.0,adaptive,0.1476,3,0.0597,0,2,0,0
kt8h5700va8c1.webp,9,9,7,7,0.9999,adaptive,0.1515,3,0.0652,0,2,0,0
ju8gg6b80v0d1.webp,1,1,0,0,0.9866,adaptive,0.0588,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,1,2,0,0,0.9866,adaptive,0.0303,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,1,3,0,0,0.9866,adaptive,0.0303,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,1,4,2,2,0.9996,adaptive,0.1623,1,0.0886,0,0,0,0
ju8gg6b80v0d1.webp,1,5,0,0,0.9866,adaptive,0.0436,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,1,6,0,0,0.9866,adaptive,0.0448,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,1,7,0,0,0.9866,adaptive,0.0732,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,1,8,0,0,0.9866,adaptive,0.0438,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,1,9,0,0,0.9866,adaptive,0.0438,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,2,1,0,0,0.9866,adaptive,0.0303,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,2,2,0,0,0.9866,adaptive,0.0009,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,2,3,8,8,1.0,adaptive,0.11,1,0.109,0,0,0,0
ju8gg6b80v0d1.webp,2,4,0,0,0.9866,adaptive,0.0455,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,2,5,0,0,0.9866,adaptive,0.0149,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,2,6,7,7,0.9999,adaptive,0.0845,1,0.0693,0,0,0,0
ju8gg6b80v0d1.webp,2,7,3,3,1.0,adaptive,0.1251,2,0.0797,0,1,0,0
ju8gg6b80v0d1.webp,2,8,0,0,0.9866,adaptive,0.0158,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,2,9,0,0,0.9866,adaptive,0.0158,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,3,1,6,6,1.0,adaptive,0.1297,1,0.0994,0,0,0,0
ju8gg6b80v0d1.webp,3,2,7,7,1.0,adaptive,0.0696,1,0.0686,0,0,0,0
ju8gg6b80v0d1.webp,3,3,0,0,0.9866,adaptive,0.0009,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,3,4,0,0,0.9866,adaptive,0.0455,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,3,5,0,0,0.9866,adaptive,0.0147,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,3,6,9,9,1.0,adaptive,0.115,1,0.1001,0,0,0,0
ju8gg6b80v0d1.webp,3,7,0,0,0.9866,adaptive,0.0455,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,3,8,0,0,0.9866,adaptive,0.0158,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,3,9,0,0,0.9866,adaptive,0.0158,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,4,1,0,0,0.9866,adaptive,0.0735,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,2,0,0,0.9866,adaptive,0.0455,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,3,0,0,0.9866,adaptive,0.0455,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,4,0,0,0.9866,adaptive,0.0884,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,5,0,0,0.9866,adaptive,0.0581,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,6,0,0,0.9866,adaptive,0.0583,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,4,7,0,0,0.9866,adaptive,0.0884,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,4,8,7,7,0.9998,adaptive,0.1272,2,0.0684,0,1,0,0
ju8gg6b80v0d1.webp,4,9,0,0,0.9866,adaptive,0.0592,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,5,1,4,4,1.0,adaptive,0.1189,1,0.0753,0,0,0,0
ju8gg6b80v0d1.webp,5,2,5,5,1.0,adaptive,0.0966,1,0.081,0,0,0,0
ju8gg6b80v0d1.webp,5,3,0,0,0.9866,adaptive,0.0156,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,5,4,0,0,0.9866,adaptive,0.0583,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,5,5,9,9,1.0,adaptive,0.1258,1,0.0966,0,0,0,0
ju8gg6b80v0d1.webp,5,6,0,0,0.9866,adaptive,0.0298,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,5,7,0,0,0.9866,adaptive,0.0581,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,5,8,0,0,0.9866,adaptive,0.0296,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,5,9,0,0,0.9866,adaptive,0.0294,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,6,1,0,0,0.9866,adaptive,0.0556,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,6,2,2,2,0.9995,adaptive,0.1141,1,0.0868,0,0,0,0
ju8gg6b80v0d1.webp,6,3,3,3,1.0,adaptive,0.0983,1,0.0781,0,0,0,0
ju8gg6b80v0d1.webp,6,4,5,5,1.0,adaptive,0.14,1,0.0815,0,0,0,0
ju8gg6b80v0d1.webp,6,5,0,0,0.9866,adaptive,0.0292,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,6,6,0,0,0.9866,adaptive,0.0303,0,0.0,0,0,0,0
ju8gg6b80v0d1.webp,6,7,0,0,0.9866,adaptive,0.0581,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,6,8,0,0,0.9866,adaptive,0.0315,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,6,9,9,9,1.0,adaptive,0.1276,2,0.0969,0,1,0,0
ju8gg6b80v0d1.webp,7,1,0,0,0.9866,adaptive,0.0735,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,7,2,0,0,0.9866,adaptive,0.0455,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,7,3,0,0,0.9866,adaptive,0.0455,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,7,4,3,3,1.0,adaptive,0.1786,2,0.0781,0,1,0,0
ju8gg6b80v0d1.webp,7,5,4,4,1.0,adaptive,0.1325,2,0.0758,0,1,0,0
ju8gg6b80v0d1.webp,7,6,0,0,0.9866,adaptive,0.0689,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,7,7,0,0,0.9866,adaptive,0.0888,1,0.0,0,0,1,0
ju8gg6b80v0d1.webp,7,8,9,9,1.0,adaptive,0.1577,3,0.0996,0,2,0,0
ju8gg6b80v0d1.webp,7,9,8,8,1.0,adaptive,0.1657,3,0.1074,0,2,0,0
ju8gg6b80v0d1.webp,8,1,0,0,0.9866,adaptive,0.0438,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,8,2,3,3,1.0,adaptive,0.0932,2,0.0774,0,1,0,0
ju8gg6b80v0d1.webp,8,3,0,0,0.9866,adaptive,0.0161,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,8,4,0,0,0.9866,adaptive,0.0732,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,8,5,7,7,0.9998,adaptive,0.0985,2,0.07,0,1,0,0
ju8gg6b80v0d1.webp,8,6,0,0,0.9866,adaptive,0.0425,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,8,7,0,0,0.9866,adaptive,0.0583,2,0.0,0,2,0,0
ju8gg6b80v0d1.webp,8,8,0,0,0.9866,adaptive,0.0303,3,0.0,1,2,0,0
ju8gg6b80v0d1.webp,8,9,0,0,0.9866,adaptive,0.0308,1,0.0,0,0,1,0
ju8gg6b80v0d1.webp,9,1,0,0,0.9866,adaptive,0.0438,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,9,2,0,0,0.9866,adaptive,0.0158,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,9,3,4,4,1.0,adaptive,0.0909,2,0.0753,0,1,0,0
ju8gg6b80v0d1.webp,9,4,6,6,1.0,adaptive,0.171,2,0.0973,0,1,0,0
ju8gg6b80v0d1.webp,9,5,0,0,0.9866,adaptive,0.0285,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,9,6,0,0,0.9866,adaptive,0.0427,1,0.0,0,1,0,0
ju8gg6b80v0d1.webp,9,7,0,0,0.9866,adaptive,0.0583,2,0.0,0,2,0,0
ju8gg6b80v0d1.webp,9,8,0,0,0.9866,adaptive,0.0301,2,0.0,0,2,0,0
ju8gg6b80v0d1.webp,9,9,2,2,0.9993,adaptive,0.1166,2,0.0859,0,0,1,0
wnijnnxmeyzc1.webp,1,3,5,5,1.0,adaptive,0.1169,1,0.0865,0,0,0,0
wnijnnxmeyzc1.webp,1,4,4,4,1.0,adaptive,0.1345,1,0.0755,0,0,0,0
wnijnnxmeyzc1.webp,1,5,8,8,1.0,adaptive,0.1359,1,0.1079,0,0,0,0
wnijnnxmeyzc1.webp,1,6,3,3,1.0,adaptive,0.1205,1,0.0794,0,0,0,0
